ID,ROLES,SALARY,EDUCATION,EXPERIENCE,NOC CODE,TEER,BUSINESS,LOCATIONS,PUBLISHED DATES,EMPLOYMENT TYPE,JOB DURATION,WEEKLY HOURS,VACANCIES,WORK PERMIT
41381609,food counter attendant,$15.50,"No degree, certificate or diploma",Will train,65201,5,PK Aversyde Inc,Calgary (AB),"July 01, 2024",Full time,Permanent employment,35 hours per week,3,Yes
41380596,construction labourer,$23.00,"No degree, certificate or diploma",Will train,75110,5,TILE CRAFT,Edmonton (AB),"June 30, 2024",Full time,Permanent employment,40 hours per week,3,Yes
41380595,general construction labourer,$23.00,"No degree, certificate or diploma",Will train,75110,5,ENDEAVOUR HOMES LTD.,Edmonton (AB),"June 30, 2024",Full time,Permanent employment,35 to 45 hours per week,4,Yes
41380594,drywall installer,$31.00,Secondary (high) school graduation certificate,Experience an asset,73102,3,ENDEAVOUR HOMES LTD.,Edmonton (AB),"June 30, 2024",Full time,Permanent employment,35 to 45 hours per week,2,Yes
41377982,electrician,$36.00,Registered Apprenticeship certificate,Experience an asset,72200,2,S&P Electrical Ltd.,Calgary (AB),"June 29, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41377641,telecommunication line technician,$28.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,72204,2,Humble Solutions Inc.,Calgary (AB),"June 29, 2024",Full time,Permanent employment,40 hours per week,2,No
41377157,"cook, ethnic foods",$27.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Moods Eatery & Cafe,Oakville (ON),"June 29, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41376958,food counter attendant,$15.80,"No degree, certificate or diploma",Will train,65201,5,2139831 Alberta Ltd O/A Cosmic Pizza & Donair,Edmonton (AB),"June 29, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41376574,cook,$15.75,"No degree, certificate or diploma",1 year to less than 2 years,63200,3,EL SUPER TACOS LTD,Medicine Hat (AB),"June 29, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41373769,retail store supervisor,$23.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,62010,2,13499146 Canada Inc.,Woodstock (ON),"June 28, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41373383,pizza cook,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,PIZZA BOX,Edmonton (AB),"June 28, 2024",Full time,Permanent employment,35 hours per week,3,No
41372554,visiting homemaker,$19.00,Secondary (high) school graduation certificate,Experience an asset,44101,4,Patricia Castanheiro,Scarborough (ON),"June 28, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41372361,spa receptionist,$18.00,Secondary (high) school graduation certificate,2 years to less than 3 years,14101,4,Hand and Stone Massage and Facial Spa,Woodbridge (ON),"June 28, 2024",Full time,Permanent employment,40 to 44 hours per week,1,Yes
41536094,housekeeper,$19.00,"No degree, certificate or diploma",Will train,65310,5,Nadia Shakouri,Thornhill (ON),"June 28, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41371363,food and beverage server,$15.50,"No degree, certificate or diploma",Will train,65200,5,BUSAN,Calgary (AB),"June 28, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41371286,cleaning supervisor,$26.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62024,2,Cheema Ltd,Calgary (AB),"June 28, 2024",Full time,Permanent employment,40 hours per week,1,No
41371256,truck driver,$29.50,Secondary (high) school graduation certificate,Will train,73300,3,Legend Oilfield Services Ltd.,Devon (AB),"June 28, 2024",Full time,Permanent employment,40 to 50 hours per week,1,No
41370880,restaurant assistant manager,$22.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",7 months to less than 1 year,60030,0,TIM HORTONS,Barrie (ON),"June 28, 2024",Full time,Permanent employment,32 to 40 hours per week,1,Yes
41370806,roofer,$27.00,Secondary (high) school graduation certificate,2 years to less than 3 years,73110,3,Boa Nova Contracting Ltd,Edmonton (AB),"June 28, 2024",Full time,Permanent employment,40 hours per week,4,Yes
41370270,nail salon supervisor,$21.63,Secondary (high) school graduation certificate,1 to less than 7 months,62029,2,Q Nails,Devon (AB),"June 28, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41370267,nail care technician,$19.00,Secondary (high) school graduation certificate,Will train,63211,3,Q Nails,Devon (AB),"June 28, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41370189,construction labourer,$28.40,"No degree, certificate or diploma",1 year to less than 2 years,75110,5,Superior Contracting and Pools,Timmins (ON),"June 28, 2024",Full time,Permanent employment,40 hours per week,4,Yes
41369009,heavy equipment operator,$34.00,Other trades certificate or diploma,3 years to less than 5 years,73400,3,SILVER STAR SOD & LANDSCAPING LTD,Bradford (ON),"June 28, 2024",Full time,Permanent employment,35 to 44 hours per week,2,Yes
41367881,food service supervisor,$18.65,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,2139831 Alberta Ltd O/A Cosmic Pizza & Donair,Edmonton (AB),"June 28, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41366249,"receptionist, medical clinic",$19.00,"No degree, certificate or diploma",1 to less than 7 months,14101,4,9509038 Canada Inc,Toronto (ON),"June 27, 2024",Full time,Permanent employment,40 hours per week,1,No
41365324,human resources officer,$35.00,College/CEGEP,2 years to less than 3 years,12101,2,MAS Precision Parts,Woodbridge (ON),"June 27, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41364972,long haul truck driver,$24.50,Secondary (high) school graduation certificate,Will train,73300,3,Shuttle Express,Oakville (ON),"June 27, 2024",Full time,Permanent employment,50 to 60 hours per week,1,Yes
41545251,food processing quality control technician,$38.46,College/CEGEP,1 year to less than 2 years,22100,2,11051539 Canada Inc.,Mississauga (ON),"June 27, 2024",Full time,Term or contract,40 hours per week,1,No
41364436,farm worker - harvesting,$17.55,"No degree, certificate or diploma",1 to less than 7 months,85101,5,ALTERNATIVE MED CANADA INC.,Campbellville (ON),"June 27, 2024",Full time,Permanent employment,40 hours per week,4,No
41364019,transport truck mechanic,$40.00,Registered Apprenticeship certificate,1 year to less than 2 years,72410,2,Canada Cartage System LP,Bolton (ON),"June 27, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41363729,shift manager - fast food restaurant,$18.55,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Burger King,London (ON),"June 27, 2024",Full time,Permanent employment,35 hours per week,4,Yes
41363712,food service supervisor,$18.50,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,BAR BURRITO,Milton (ON),"June 27, 2024",Full time,Permanent employment,40 hours per week,1,No
41363704,retail butcher,$20.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63201,3,BAR BURRITO,Milton (ON),"June 27, 2024",Full time,Permanent employment,40 hours per week,1,No
41363685,staffing coordinator,$33.65,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,12101,2,AMG Realty and Property Management Inc.,Calgary (AB),"June 27, 2024",Full time,Permanent employment,32 to 40 hours per week,1,Yes
41363630,"physician, family",0.00,Earned doctorate degree,Experience an asset,31102,1,Medicentres,Various locations,"June 27, 2024",Full time,Term or contract,8 to 35 hours per week,4,Yes
41363617,cook,$17.00,Secondary (high) school graduation certificate,2 years to less than 3 years,63200,3,Sabores Mexican Cuisine,Calgary (AB),"June 27, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41363271,"physician, family",0.00,"Degree in medicine, dentistry, veterinary medicine or optometry",Experience an asset,31102,1,Medicentres,Calgary (AB),"June 27, 2024",Full time,Permanent employment,35 to 50 hours per week,2,Yes
41363126,bookkeeper,$28.85,Secondary (high) school graduation certificate,7 months to less than 1 year,12200,2,Source Accounting and Tax Services Ltd.,Edmonton (AB),"June 27, 2024",Full time,Permanent employment,40 hours per week,1,No
41363106,warehouse supervisor,$26.44,Secondary (high) school graduation certificate,2 years to less than 3 years,12013,2,3Sight Services Ltd.,Calgary (AB),"June 27, 2024",Full time,Permanent employment,40 hours per week,4,No
41363105,courier driver,$21.10,Secondary (high) school graduation certificate,1 year to less than 2 years,74102,4,3Sight Services Ltd.,Calgary (AB),"June 27, 2024",Full time,Permanent employment,40 hours per week,8,No
41363098,mechanic helper,$24.00,"No degree, certificate or diploma",Will train,75119,5,Kaz's Service,Claresholm (AB),"June 27, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41362626,apprentice roofer,$29.94,"No degree, certificate or diploma",1 year to less than 2 years,73110,3,Flynn Canada Ltd.,Stoney Creek (ON),"June 27, 2024",Full time,Permanent employment,30 to 40 hours per week,5,Yes
41362600,construction manager,$48.08,Bachelor's degree,5 years or more,70010,0,Hi-Flyer Food (Canada) Inc.,Calgary (AB),"June 27, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41362588,roofer,$38.04,"No degree, certificate or diploma",3 years to less than 5 years,73110,3,Flynn Canada Ltd.,Stoney Creek (ON),"June 27, 2024",Full time,Permanent employment,30 to 40 hours per week,5,Yes
41361955,home child care provider,$17.60,Secondary (high) school graduation certificate,7 months to less than 1 year,44100,4,Mateo Household,Edmonton (AB),"June 27, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41361944,cook,$28.50,"No degree, certificate or diploma",2 years to less than 3 years,63200,3,Desi Road,Brampton (ON),"June 27, 2024",Full time,Permanent employment,30 hours per week,4,No
41358278,supervisor - retail,$22.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62010,2,2051593 ALBERTA LTD,Calgary (AB),"June 26, 2024",Full time,Permanent employment,35 hours per week,3,No
41357944,administrative assistant - office,$30.00,Secondary (high) school graduation certificate,1 year to less than 2 years,13110,3,Lovenoor Transport Ltd.,Edmonton (AB),"June 26, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41357923,health care aide,$22.50,Secondary (high) school graduation certificate,Will train,33102,3,1000652118 Ontario Inc,Cornwall (ON),"June 26, 2024",Full time,Permanent employment,35 to 40 hours per week,3,No
41356954,pizza cook,$17.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Domino's Spruce Grove,Spruce Grove (AB),"June 26, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41356496,automotive service manager,0.00,Bachelor's degree,5 years or more,60020,0,Otto's Service Centre Ltd.,Ottawa (ON),"June 26, 2024",Full time,Permanent employment,37.5 to 40 hours per week,1,No
41356122,bookkeeping clerk,$25.00,Secondary (high) school graduation certificate,2 years to less than 3 years,12200,2,Broad Peak Construction Limited,Richmond Hill (ON),"June 26, 2024",Full time,Permanent employment,40 hours per week,1,No
41355128,delivery driver,$18.00,"No degree, certificate or diploma",Will train,75201,5,Ahluwalia Logistics Ltd.,Calgary (AB),"June 26, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41355091,"cook, ethnic foods",$17.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Delight Group Hospitality Ltd.,Calgary (AB),"June 26, 2024",Full time,Permanent employment,35 to 40 hours per week,6,No
41354829,food service supervisor,$19.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Popeyes Louisiana Kitchen,Edmonton (AB),"June 26, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41354757,food counter attendant,$15.50,"No degree, certificate or diploma",Will train,65201,5,Synergy South Pointe Inc,Fort Saskatchewan (AB),"June 26, 2024",Full time,Term or contract,30 to 40 hours per week,2,Yes
41354508,long haul truck driver,$29.50,Secondary (high) school graduation certificate,Will train,73300,3,Harminder Transport LTD,Edmonton (AB),"June 26, 2024",Full time,Permanent employment,40 to 60 hours per week,6,No
41354406,Web developer,$37.00,Bachelor's degree,1 year to less than 2 years,21234,1,12912210 Canada Inc.,Nepean (ON),"June 26, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41352633,CNC (computer numerical control) machinist,$33.30,Secondary (high) school graduation certificate,3 years to less than 5 years,72100,2,Fenix Machining Ltd.,Didsbury (AB),"June 26, 2024",Full time,Permanent employment,40 hours per week,2,No
41351437,hairstylist,$19.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",5 years or more,63210,3,Etch Hair Design,Calgary (AB),"June 25, 2024",Full time,Permanent employment,37 to 40 hours per week,1,No
41351399,bookkeeper,$26.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",7 months to less than 1 year,12200,2,RDM LOGISTICS INC.,Mississauga (ON),"June 25, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41351235,delivery driver,$22.00,Secondary (high) school graduation certificate,Will train,75201,5,Snapshot Deliveries Ltd,Edmonton (AB),"June 25, 2024",Full time,Permanent employment,40 hours per week,3,Yes
41351233,network administrator,$36.06,College/CEGEP,2 years to less than 3 years,22220,2,Ambisoft Inc,Beaumont (AB),"June 25, 2024",Full time,Permanent employment,35 hours per week,1,No
41350472,food service supervisor,$17.40,Secondary (high) school graduation certificate,7 months to less than 1 year,62020,2,The Whaling Group,St. Marys (ON),"June 25, 2024",Full time,Permanent employment,40 hours per week,4,No
41350442,marketing coordinator,$32.50,Bachelor's degree,2 years to less than 3 years,11202,1,New Frontier Global Ltd.,Mississauga (ON),"June 25, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41350408,child caregiver - private home,$19.00,"No degree, certificate or diploma",Experience an asset,44100,4,MARCUS TAN,North York (ON),"June 25, 2024",Full time,Permanent employment,40 to 44 hours per week,1,No
41350044,food service supervisor,$17.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,10317071 Canada Limited,Woodbridge (ON),"June 25, 2024",Full time,Permanent employment,32 hours per week,3,No
